,0,1,2,3,4,5,6,7,8,9,10,11,12,13
14317,CRYGB,AC138305.1,AC068880.3,IGHD2-8,AC116616.1,IGKV3D-31,C6orf15,AC092611.1,LINC02176,AC013640.1,TRIM74,AC005697.2,AL355607.2,AC023824.5
14318,CRYGC,AC138305.2,AC068880.2,IGHV3-22,AC012055.2,IGKV2D-30,MUC22,AC107074.1,DNAH12,AC078909.2,KRTAP19-8,LINC01992,AC011374.1,AC023824.1
14319,AC012462.2,LINC02165,SFTPC,IGHVII-22-1,TEMN3-AS1,PDZRN3-AS1,MUC21,AC112242.1,AC135012.3,AC068875.1,AC068533.4,GPR148,AC024610.2,AC023824.4
14320,AC012462.1,AC092337.1,AL445430.2,IGHV3-16,LINC02500,ARHGEF3-AS1,MCCD1,AC097375.2,AC135012.2,AC090877.2,AC068533.3,POTEJ,IGKV6-21,AC023824.3
14321,AC012462.3,LINC02040,AL157373.1,IGHD5-18,LINC00290,LINC02047,LINC01149,AC079340.1,AC092723.5,AC055874.1,AC069285.1,CFC1,IGKV2-26,IGHV3OR16-10
14322,LINC01476,AC009107.1,AL080313.2,IGHD4-17,AC024267.4,AC120057.2,LINC02571,AC079340.2,CATIP-AS2,CHRM5,AC006455.1,AC140481.2,SLC13A4,AC142086.4
14323,AC091059.1,PRSS54,AL080313.1,IGHD3-16,AC024267.1,AC003688.1,AC025370.1,AC135178.1,AC090844.3,PISRT1,AC006455.4,PRSS40B,AC068724.1,IGHV1OR16-4
14324,AC099850.3,AC009118.1,AL109914.1,IGHD2-15,AC010761.5,AC003688.2,BAALC-AS2,LINC02507,KRT27,PRNT,AC073188.3,AC013269.1,AC024909.1,IGHV3OR16-8
14325,AC099850.2,LINC02137,AC103719.1,AC023983.2,AC010761.4,AC026954.2,AP003354.1,AC069272.1,AC015818.8,AL591686.2,AC006013.1,CFC1B,IGKV1D-22,CYP4F8
14326,AC073284.1,MAGI1-AS1,LINC01541,AC007922.1,AC016553.1,FOXP1-AS1,AC012213.4,AC108935.1,LINC01984,AL591686.1,AC093655.1,AC013269.2,AC008758.6,OR10H2
14327,LINC01795,AC009110.1,LINC01899,AC007922.3,AC104803.1,AC097634.2,AP005357.1,AC108156.1,AC004702.1,AL606534.3,AL078581.2,TUBA3E,AC010422.2,AC027701.1
14328,LINC01280,FEZF2,AC027458.1,IGHJ3P,AC020551.1,AC105265.3,AC025366.1,LINC02430,AC005323.1,AL606534.2,AL078581.3,AC127029.2,AC008770.1,AC135776.2
14329,MIR217HG,CADPS,AC069114.1,C2orf80,LINC01099,AC026954.3,AC073023.1,AC118755.1,MYH2,AL590490.1,KRTAP11-1,AC061975.7,FOXE1,AC111149.1
14330,AC011306.1,LINC00698,CBLN2,AC092114.1,LINC01098,SPEM1,AC027451.1,AC027045.2,LINC02093,AL358176.1,AC245036.5,AC024614.2,AC009159.3,STAU2-AS1
14331,LINC01734,SYNPR,AC090457.1,AC087565.2,AC103879.1,LINC02005,LINC02238,DHRS7C,AC005303.1,AL365184.2,AC010327.3,AC024614.1,AC004936.1,AC027018.1
14332,AL136172.1,SYNPR-AS1,AC103808.6,IGHEP1,AC027627.1,PRICKLE2-AS2,LINC01360,GSG1L2,AC005277.1,AL365184.1,AC093151.3,AC011824.1,SCGB1D2,LINC01603
14333,AC072062.1,SNTN,LINC01893,AC009120.4,AC097518.1,AC087501.3,AL583808.2,AC005291.2,AC005277.2,AL121890.3,AC093151.2,AC011824.2,ELAVL3,AC091047.1
14334,VWC2L,AC093536.2,AC103808.2,AC009120.3,LINC02509,CFAP52,AL583808.1,CFAP52,AC005358.2,AC021439.1,ZSCAN5C,AC011824.4,AL162591.2,PRDM14
14335,AC079610.3,LINC00994,LINC02522,AC009053.3,LINC02436,IGKV1OR2-118,AC067968.2,AC005323.2,AC104304.1,AC011196.1,SBK2,AC008133.1,PLEKHG7,AC022730.3
14336,LINC01953,PRICKLE2-AS1,AL139039.3,LINC01103,HELT,AC233263.6,AC006213.3,MYHAS,LINC00670,PWRN2,SBK3,AC012513.1,IGKV1D-13,AC022730.4
14337,AC108066.1,PRICKLE2-AS2,LGI3,AC013402.2,LINC02437,AC233266.2,ASB17,MYH8,AC005244.2,GABRG3,HIST1H2AA,MARCH4,AC012085.2,AC022858.1
14338,LINC01878,LINC00690,AC037459.4,AC013402.3,AC010761.2,IGKV1OR2-1,AL158839.1,MYH4,AC005410.2,GABRG3-AS1,HIST1H2BA,SPACA3,AC004223.4,TCF24
14339,LANCL1-AS1,AC096888.1,LINC02530,AC013402.1,AC104984.4,AC091138.1,AC099786.2,MYH1,AC005209.1,AC104002.1,SLC17A4,LINC01999,AC106772.1,AC022826.2
14340,LINC01813,ADAMTS9-AS1,GFOD1-AS1,AC068057.1,AC104984.6,AC090125.1,KCNV1,AC005695.1,DNAH9,AC104002.3,AC003684.1,AC005702.1,FBP2,AL356859.1
14341,LINC00608,C3orf49,AC090541.1,DWORF,AC104984.2,AC090398.1,AC079061.1,AC005695.3,AC005725.1,AC021979.1,SLC17A2,AC140481.1,AL161729.4,AC022893.3
14342,CDK5R2,THOC7-AS1,AC100802.1,AC104831.1,AC104996.1,AC099328.2,AC021237.1,AC005695.2,PIRT,AC021979.2,AL031775.2,AC016909.2,AL845331.2,R3HDML
14343,AC097468.2,AC012322.1,LZTS1-AS1,PLCH1,AC023389.1,LINC01927,HCG21,AC087501.1,AC015908.4,AC090696.1,AL512428.1,AC010974.1,AL449403.1,AL109947.1
14344,LINC01494,AC092131.1,AC037441.1,AC087565.1,AC104564.1,LINC01879,TRHR,AC087501.2,AC015908.3,AC087463.4,AL133268.3,AC097532.1,TUBA8,GPR6
14345,PRKAG3,AC009055.2,AL024498.2,PCAT18,AC104564.4,AC018529.1,AC104248.1,AC087501.3,AC002347.2,AC087463.2,AC119677.1,ANKRD30BL,PRR9,OR7C1
14346,AC009974.1,AC009055.1,GCM2,AC012588.1,AC012055.1,LINC02040,AC022634.2,AC005291.1,AC005358.1,AC087463.3,AC010327.1,LINC01945,AC006064.3,OR7A5
14347,AC005823.2,LINC00922,AL445430.1,AC018371.1,LINC02268,DNAH2,AC087620.1,OR2M2,AC018814.1,PWRN4,CTAG1A,AJ239322.1,SLC6A7,OR7A10
14348,LINC02071,AC092138.2,AC021355.1,AQP4,AC106895.2,AC104581.2,AC027031.1,OR2M3,CNTN6,GABRA5,CTAG1B,AJ239322.2,SPRR2B,AL357514.1
14349,AC005920.2,AC092138.1,AC105206.2,CHST9,LINC02269,SPEM3,AL354872.2,OR2M4,AC087430.1,AC117383.1,RLBP1,AC103564.1,AC005342.2,AL589684.1
14350,AC005920.3,PRICKLE2-AS3,LINC01108,IGHD1-7,GLRA3,AC113189.1,AL357314.1,OR2T33,AC090044.1,GOLGA8F,NT5C1A,AC084809.2,AL391069.4,LINC02518
14351,NOG,DPEP2NB,AC134978.1,IGHD6-6,AC093849.1,AC113189.3,TTTY3B,OR2T12,CHL1-AS1,GOLGA8G,SLC17A1,AC025211.1,AC243829.2,AC011131.1
14352,CATIP-AS2,AC020978.3,AC107892.1,IGHD5-5,AC092673.1,FAM19A4,GJA9,OR2M7,AC066595.1,AC055876.5,AC234781.1,AC007557.3,AC108472.1,AC087672.1
14353,AC090618.1,AC117569.1,KAAG1,IGHD4-4,AC093801.1,SENP3-EIF4A1,AL354702.2,ASIC5,AC005722.2,GOLGA6L7,AC110288.1,AC011243.1,AL772337.1,AC087627.1
14354,SMIM36,IQCF5,AF131215.3,IGHD3-3,ABHD15-AS1,AC009716.1,MAGEA2B,DNAH2,LINC02011,AC127522.1,AF067845.2,AC122136.1,AC008734.1,JPH1
14355,AC007638.1,IQCF1,LINC00529,IGHD2-2,AC024619.3,LINC02027,CSAG2,AC104581.2,AC090957.1,AC102941.1,AF067845.1,AC012668.1,MBD3L1,AC103952.1
14356,AC007638.2,GPR62,AF131216.3,IGHD6-19,AC024619.2,AC099542.2,GABRA3,AC096736.3,AC090952.1,AC111152.2,AF067845.5,AC012668.2,AC074387.1,MIR2052HG
14357,AC007485.1,AC026464.3,AL357052.1,IGHVII-1-1,ASB5,AC099542.1,AC116666.1,AC080078.1,LINC02022,AC062032.1,AF067845.4,AC012462.2,AC084398.2,AC115837.2
14358,AC091062.1,AC026464.1,AL513188.1,LINC01114,AC097537.1,AC040977.2,MAGEA10,AC096736.2,AC005772.1,AC009480.1,DLGAP2-AS1,AC012462.1,AL354733.2,AC011632.2
14359,WFIKKN2,AC022201.2,AL031767.1,AC018730.1,AC131094.1,IGKV2D-23,MAGEA4,AC096736.1,LINC02096,AC018450.2,AC100810.3,AC012462.3,LIMS3,AC100782.1
14360,LINC00483,CETN1,AC103808.4,CPHXL,AC095050.1,IGKV6D-21,MAGEA4-AS1,AC092608.1,AC005863.1,AC005828.1,AC019257.8,FNDC8,AC112229.3,LINC02526
14361,AC021491.3,WNT5A-AS1,DEFB136,AC105430.1,AC105914.2,IGKV2D-19,AC069120.1,LINC02433,AC013248.1,AC005828.3,AC144568.2,AC004223.2,LIMS4,AL121957.1
14362,CACNA1G-AS1,AL450226.1,DEFB135,IGHJ2P,AC106895.1,IGKV2D-18,HSFX2,AC093817.1,AC022816.1,AC005828.4,AL031289.1,AC004223.3,AL137847.1,AC111149.2
14363,LINC02089,AC006435.3,DEFB134,IGHJ2,LINC02492,IGKV6D-41,HSFX3,AC098679.1,CDRT15,AC005884.2,AC079054.1,AC022903.1,TEX54,OR7C2
14364,ANKFN1,AC130343.1,DEFB130B,IGHJ1,AC093763.1,AC103808.5,AC002368.1,AC121161.2,AC005304.2,AC005746.3,FAM223B,AC005552.1,AC004471.1,OSTM1-AS1
14365,AC015845.2,AC099684.2,ZNF705D,AL928654.2,LINC02514,AC112219.2,KC877982.1,SENP3-EIF4A1,LINC01267,AC005901.1,AC004908.1,AC024614.4,AC004471.2,POPDC3
14366,CCDC182,ZNF385D-AS1,AL359694.2,IGHD2-21,AC097652.1,AC114341.1,GPR50,AC074344.2,AC093496.1,MEIS1-AS3,AC136777.1,AC073284.1,CTXND2,Z98742.1
14367,AC007431.1,ZNF385D-AS2,HDGFL1,IGHD1-20,LINC02374,AC100863.1,GPR50-AS1,LINC02233,AC090004.1,LINC01798,FAM87A,AC072062.1,AC000068.2,LINC00222
14368,AC007431.2,LINC00691,AL033539.1,IGHD1-1,AC108474.1,GALR1,AC239727.1,LINC02477,LINC00620,AC104777.1,GUCA2A,VWC2L,AC025437.4,AL117382.1
14369,AC004584.1,AC012087.1,AL035401.1,LINC01892,AC110772.1,AIPL1,SPANXN4,LINC02272,AC090952.2,AC021074.3,RIMKLA,AC079610.3,AC025437.3,HNF4A
14370,DIRC3-AS1,AC092422.1,AL139231.1,AKAIN1,AC108865.2,SLC13A5,MAGEC2,FBXW7-AS1,LINC00690,PAQR9,C19orf85,AC079336.4,LINC02227,HNF4A-AS1
14371,KIF2B,AC099754.1,NRSN1,AP005380.1,AC108865.1,TEKT1,MAGEC1,AC106882.1,AC010139.1,PAQR9-AS1,AC008735.3,AC005899.1,MYBPC1,AL117382.2
14372,C17orf112,AC090617.2,C8orf49,AP001496.2,AC061975.4,AC027763.2,MAGEC3,AC129492.2,AC132807.2,DNAH9,AL603839.1,AC005549.1,AC010336.6,LINC01620
14373,IHH,AC091588.2,AC103808.3,AC074011.1,AC010761.3,AC129807.1,MAGEA11,AC129492.3,AC132807.1,AC062031.1,AL603839.2,LINC01989,IL1F10,RDH10-AS1
14374,AC097468.1,AC022201.1,AC103808.1,CTXN2,ERVE-1,LINC02008,CDY1,AC093599.1,AC091493.1,KCNH6,OR4F21,AC004147.2,TRBV7-5,OR7A17
14375,CRYBA2,AC005234.1,AC091138.1,AC066612.1,AC061975.7,AC012146.3,POU3F2,AC079298.1,DAZL,AC055733.2,AC092620.3,AC004147.3,TRBV6-7,AC016885.2
14376,LINC01746,LINC01143,AC090125.1,AC066612.2,LINC01992,CADM2-AS2,CNGA2,AC079298.2,AC118755.2,OR1C1,NXPH2,AC024610.1,AC243830.2,SCGB1C2
14377,AC104781.1,VAX2,AC090398.1,AC084757.4,AC069061.2,AC068473.2,FATE1,FGB,CFAP52,OR14A16,AC062021.1,AC011193.1,AC107214.2,AL161621.1
14378,AC093110.1,ATP6V1B1,C18orf63,AC084757.2,AC131274.4,AC112219.1,PASD1,FGA,AC087501.3,OR11L1,AC016710.1,AC023389.1,TBC1D3G,MRAP2
14379,AC092839.2,AC007040.2,LINC01922,LINC02010,AC131274.1,AC134508.1,BX546450.1,FGG,AC087501.2,OR2T8,AC078851.1,AC104564.1,CHST6,LINC01611
14380,AC092839.1,AC090772.2,FAM69C,ALDH1L1-AS1,AC132825.2,AC116003.3,POPDC3,OR2M5,AC004448.1,OR2AJ1,LINC01853,AC104564.4,AC008079.2,TBX18-AS1
14381,C2orf73,AC090772.1,AC009704.1,ALDH1L1-AS2,AC132825.3,AC116003.1,LIN28B,AC097467.3,AC005695.2,OR2L8,DUXA,AC127024.3,FLG-AS1,LINC02535
14382,TSPYL6,AC023983.1,LINC01927,AC016924.1,AC209154.2,SMIM21,LIN28B-AS1,AC104407.1,AC005695.3,RAD21L1,AC006116.9,AC011840.2,AC006946.2,LINC00534
14383,AL049812.3,ITIH4-AS1,LINC01879,AC063919.1,FAM27E5,AC116003.2,Z86062.2,NPY2R,AC005695.1,AL591848.2,AC006116.4,AC011840.5,AC016831.6,AB015752.1
14384,LINC01793,LINC02136,AL353152.1,CCDC37-DT,AC138761.3,LINC01898,MCHR2-AS1,AC097467.1,MYH1,C1orf100,AC005498.1,AC011840.3,AP000438.1,AC103770.1
14385,AL359555.1,TLE7,USP17L2,CFAP100,AC061975.6,AC021506.1,CDY1B,AC107208.1,MYH4,ANKRD63,AC010525.1,TMIGD1,LINC02434,MCHR2
14386,AL031651.1,AC010547.3,AC124069.1,UROC1,AC005726.4,AC090457.1,PNMA6F,AC020928.3,MYH8,PLCB2-AS1,PNMA6F,IHH,AC036103.1,AC093331.2
14387,AL162293.1,CHST4,LINC02543,C3orf22,CLDN24,AC103808.6,AF274573.1,AC012309.1,MYHAS,AC020658.2,HIST1H3D,AC097468.1,AC011511.2,AC023194.3
14388,LINC00489,AC012184.2,AL009031.1,TXNRD3NB,CLDN22,LINC02050,LINC00850,OR2L5,AC209154.2,AC079942.1,ATP2B3,CRYBA2,POU3F3,AC084128.1
14389,FEV,AC020763.1,STMND1,TXNRD3NB-1,WWC2-AS1,AC103808.2,POTEH,OR2L2,FAM27E5,TMEM108-AS1,DUSP9,AC007557.1,AC010884.1,SLC7A13
14390,MEIS1-AS3,LINC01915,AC022690.2,AC090527.1,AC019193.3,AC103808.4,AP000532.2,OR2L3,AC138761.3,BFSP2-AS1,PNCK,LINC00608,NXNL2,GJA10
14391,CACNG4,AC097637.1,SGCZ,GACAT2,AC079766.1,SALL3,AP000534.1,OR2L13,AC129492.2,AC022296.3,HIST1H2AD,CDK5R2,AL589765.6,AL080284.1
14392,CACNG5,AC126773.1,AC022039.1,AC020891.2,AC079226.1,AC104423.1,OR11H1,AC009567.1,AC087501.1,AC012476.1,U52112.2,AC104984.4,AC068831.1,SPACA1
14393,PRKCA-AS1,AC099314.1,AC018437.2,AC066613.2,AC079226.2,LINC00971,AC007666.1,AC007493.1,LINC02094,C3orf36,LINC01343,AC005901.1,AC020931.1,GABRR1
14394,AC079354.3,AC026464.4,AL023583.1,C2orf71,AC005697.2,LINC02025,CECR3,LINC02134,AC004448.2,LINC02000,AL354702.2,AC005746.3,AC125807.2,OR10H5
14395,AC079354.1,AC106736.1,AL022396.1,AC105398.1,AC005697.1,FRG2C,TTTY4B,ABCC12,AC004448.3,LINC02004,BX546450.1,AC005884.2,AC012360.1,OR10H1
14396,AC004805.1,AC092059.1,USP17L7,AC106870.2,AC015688.6,LINC02077,TTTY17B,IRGC,LINC01986,KY,PASD1,TUBA3D,AC011451.1,AC087439.1
14397,LINC02563,LINC02017,LINC01674,AC012379.1,AC097521.1,AC117462.1,MCHR2,AC115522.1,LINC01880,INO80-AS1,AC236972.3,LINC01120,ZNF177,LINC01621
14398,AC016903.2,GKN2,POTED,AC106870.1,AC018709.1,AC108752.1,SPANXN1,AL450990.1,AC131097.1,H1FOO,RFPL4A,AC009477.2,ZNF560,AL132875.2
14399,AC016903.1,GKN1,AL050303.1,AP001011.1,F11-AS1,AC068756.1,AL713923.1,USH2A,CDRT15L2,AC139100.1,OPN1LW,AC133785.1,LINC01594,AL359693.1
14400,AC009498.1,AC092431.1,BX546450.1,AP000919.2,F11,LINC01893,AL500522.1,AL358452.1,AC015818.4,DEFB125,OPN1MW,AMER3,PLA2G4D,AC103409.1
14401,CRYGA,AC016700.3,PASD1,AP000919.3,AC096659.1,AC138057.1,SPANXN2,AC093581.1,AC015818.9,DEFB126,OPN1MW2,FEV,LINC01093,AF181450.1
14402,AC127029.2,AC090403.1,FATE1,AP001025.1,AC093797.1,AC005695.1,SPANXN3,AC138024.1,AC015818.2,DEFB127,CTAG2,AC005899.3,AC112722.1,AC022695.2
14403,CSHL1,AC021382.1,CNGA2,AP005203.1,SLC13A2,AC005695.3,F9,AC018878.1,AC118755.1,DEFB128,SMIM9,AC026620.1,CCL15-CCL14,GJB7
14404,AC092567.1,AC068408.1,MAGEA4-AS1,ITGB5-AS1,AC002094.3,AC005695.2,AL031386.1,SPATA17-AS1,AC005291.1,AL606804.1,OPN1MW3,AC004253.2,IL12B,AL136972.1
14405,AC092155.1,AC110015.1,MAGEA4,MUC13,SEBOX,AC087501.1,Z96074.1,LINC00210,AC005291.2,OR2G2,FAM71E2,AC007923.1,ADRA1B,AL031656.1
14406,AC093159.1,LRRC3B,PNCK,AC092902.3,AC002094.2,AC087501.2,ZIC3,AL355526.1,AC005730.2,OR2G3,TMEM190,AC007923.4,FABP6,AC084346.1
14407,AL121753.1,AC104985.1,XKR5,ROPN1B,AC061975.1,AC005725.1,AL035443.1,PSG11,AC015726.2,AL390860.1,AC020922.3,AC007557.4,AC004158.1,AC037450.1
14408,LINC01873,AC021549.1,AC236972.3,AC117422.1,ZFP42,DNAH12,LINC02526,PSG2,AC005722.3,PIRT,AC114763.2,TNP1,KCNK4,AC023632.5
14409,AC092669.1,DSG2-AS1,PNMA6F,AC091073.1,MTNR1A,AC118755.1,TSSK2,AC005392.1,AC114730.3,AC023469.2,GALP,AC007557.2,AP006333.1,AC108860.2
14410,AC118345.1,SLC25A52,AL355482.1,AC013452.2,AC098679.1,AC027045.2,DGCR9,AC026470.2,AC133528.1,AC023469.1,ZSCAN5B,AC007563.1,AC104655.1,AP003692.1
14411,AC007389.3,AC022960.1,AL390856.1,AC009558.1,AC093817.1,PRICKLE2-AS1,AC007326.2,AC023813.4,AC005104.1,AC018731.1,AL365277.1,AC073321.1,AC009142.1,AC022695.3
14412,AC012370.2,AC009061.1,LINC01344,AC012050.1,LINC02433,GSG1L2,AC006946.3,AC044798.1,GSG1L2,AC005277.2,AL035404.2,LINC01280,AC009119.2,AC091096.1
14413,AC009965.1,AC098479.1,MAGEA2B,AC104695.1,AC092608.1,AC005291.2,GAB4,AC044798.2,DHRS7C,AC005277.1,AC103982.1,AC104996.1,AC073333.1,AC091096.2
14414,AC080037.1,AC074237.1,LINC00850,DLGAP1-AS4,AC096736.1,IGKV2D-10,IGKV1OR22-1,ESRRG,AC027045.2,AC005303.1,AC007598.2,AC097468.2,AGR2,AC104211.4
14415,AC007639.1,LINC02030,AF274573.1,LINC01895,AC096736.2,IGKV1D-42,IGKV3OR22-2,AC027688.2,AC005323.2,LINC02093,AC010333.1,LINC01494,AC019117.2,AL159174.1
14416,LINC02003,AC121764.2,POM121L2,AP005205.1,LINC02272,ODF4,IGKV2OR22-3,AC009166.1,CAV3,MYH2,AC010333.2,PRKAG3,ZIM2-AS1,AC090572.3
14417,AC079210.1,AC121764.3,AL031118.1,GCKR,AC096736.3,RNF222,AL929472.3,AC008549.1,AC034187.1,AC005323.1,AC010333.3,AC009974.1,SPTA1,AC090572.2
14418,AL109827.1,AC023932.1,LINC01732,C2orf16,AC005549.1,SPDYE4,VGLL1,ARL14EPL,AC023481.1,AC002347.2,SHISA9,VIL1,ZNF705A,DCAF4L2
14419,C20orf173,DAZL,MAGEA6,DNAJB8,LINC01989,AC126121.2,SPANXD,AC018752.1,AC018832.1,AC015908.3,AC009134.1,CATIP-AS2,AP001636.3,AP003351.1
14420,FAM83C-AS1,AC091493.1,PDYN,H1FOO,AC084866.2,FEZF2,GPR101,SEMA6A-AS2,GRM7-AS1,AC015908.4,SHISA7,AC003101.1,AC010761.6,PMP2
14421,PROKR1,AC007922.3,TGM6,AC083906.3,AC004147.3,CADPS,RSPO1,LINC02214,GRM7-AS2,AC083906.3,DEFB105B,AC138207.5,AL390067.1,FABP9
14422,AL031668.1,AC090506.1,AL049650.1,AC055733.2,TKTL2,DHRS7C,AL353604.1,AC010267.1,GRM7-AS3,SOX14,LINC02543,DIRC3-AS1,AC020911.1,AC023644.1
14423,LINC01877,AC016382.1,RGS8,AC090510.2,AC005899.3,DNAH9,AC023490.1,AC093534.2,TBC1D28,LINC01210,AL009031.1,AC007749.1,AC020917.3,FABP12
14424,AC016746.1,AC012417.1,LINC01688,AP005120.1,AC026620.1,AC005209.1,IGKV1OR22-5,LINC00992,AL353997.2,AC007159.1,DEFB107B,LINC01921,CALR3,SLC10A5
14425,LINC01798,AC104961.1,LAMC1-AS1,AC112484.1,AC004253.2,AC005410.2,AC007064.2,LINC02178,AL645608.1,AC116158.2,PRR23D1,AC069155.1,MESP2,AC132219.1
14426,AC020719.1,AC110603.1,LINC01699,AC068722.1,AC007923.1,AC005244.2,LINC01665,LINC02208,CNTN4-AS2,AC022929.1,PRR23D2,AC005703.2,AC073525.1,LINC02235
14427,AC007272.1,AQP4-AS1,AL161734.1,AC122108.2,AC007923.4,LINC00670,AP000365.1,LINC02216,AL645608.7,AC113146.1,DEFB107A,AC005703.1,FAM71F1,CASC6
14428,AC134407.1,PCAT18,ZNF648,AC122108.1,AC023136.1,AC005358.1,CCT8L2,LINC02215,FAM231C,AC016252.1,DEFB105A,AC005703.3,AC011005.1,AL139042.1
14429,AC007448.2,LRTM1,CU634019.2,TERB2,AC104793.1,AC005324.5,AP000547.2,AC093206.1,AC087857.1,A4GNT,AC009435.1,CDRT8,AC104982.1,AL138731.1
14430,CACNG1,AC018371.1,CU634019.1,AC011330.3,LINC02477,AC005291.1,AC145543.1,AC008629.1,AC026202.1,NME9,AF287957.1,CDRT7,INSRR,LINC01764
14431,AC005544.2,AQP4,AJ239318.1,AC018512.1,LINC02233,AC005323.2,AP000527.1,AC007861.1,LRRN1,PDYN,GUCA2B,AC122134.1,AC003002.2,AL391336.1
14432,AC005544.1,CHST9,FP236241.1,AC006238.1,AC004147.2,MYHAS,CXorf51B,AC007861.2,AC106017.2,TGM6,AF233439.1,AC006037.1,AC004076.1,AL157378.1
14433,LINC01805,LINC01908,LINC00272,AP005271.1,FGB,AC015908.4,AL109920.1,LINC02179,AC106017.1,SIRPG-AS1,DEFA6,SPP2,OR5AN1,AL021395.1
14434,AC007403.1,AC020978.2,AL035460.1,DNAJC5G,AC079298.2,MYH4,AL356859.1,AC007603.1,AC007952.8,AL035460.1,AF233439.2,AC005538.1,OR4D9,AC105031.2
14435,LINC01628,AC012467.1,C20orf141,EPB42,AC079298.1,MYH1,Z97206.2,AC007610.2,AC007952.1,C20orf141,DEFA4,UGT1A1,VHLL,AC036214.1
14436,LINC01799,AC023983.2,TMEM239,TGM7,AC093599.1,AC005358.2,AC234778.2,AC007493.2,AC007952.6,TMEM239,DEFA1,UGT1A3,SLC28A1,AC036214.3
14437,LINC01797,AC007922.1,AVP,AC009852.1,SLFN14,AC005277.2,SPANXB1,LINC02148,AC007952.3,TMCO5A,DEFA1B,AC131274.1,ATP2C2,AC009686.2
14438,LINC01923,AC009095.1,AL162431.1,AC025430.1,AC015911.2,AC005277.1,AL451048.1,AC135776.1,AL645608.5,AC079203.2,DEFA3,UGT1A5,AC091965.4,AC009686.1
14439,CRYGD,DNAH12,AL133255.1,AC023905.1,SLC35G3,AC005303.1,SOX3,AC135776.2,AC136612.1,NUTM1,USP17L3,AC114812.2,AC024267.5,AC034114.2
14440,LINC01802,KCTD19,ATP2B3,DNAJB8-AS1,AC024610.1,LINC02093,FO393408.1,AC023824.5,AC007325.1,AVP,AL031767.1,AC064874.1,AC092653.1,AC022778.1
14441,AC007879.4,AC012588.1,DUSP9,LINC01565,AC024614.4,MYH2,AL589987.2,AC023824.1,AC011043.2,AL591721.1,AC019257.2,AC114814.3,TPH2,AC079209.2
14442,AC009970.1,OR5H15,AP001464.1,LINC01491,AC024614.2,AC005323.1,L29074.1,AC023824.4,AC011841.1,AL591885.1,AC245164.1,AC114814.1,AL157702.2,EPHA7
14443,MIR4432HG,AC117473.1,CU633904.1,AC092078.2,AC024614.1,AC002347.2,CXorf51A,AC023824.3,AL669831.2,AL590483.1,XKR5,LINC01173,AC024267.3,UCA1
14444,AC007381.1,OR5K4,AL500522.1,AC092078.1,AC121161.2,AC015908.3,POTEH-AS1,LINC01566,OR4F16,AL590483.2,DEFB106A,AC005772.1,ANKRD33B-AS1,CYP4F2
14445,AC007179.1,OR5K3,AL713923.1,C3orf56,AC011824.2,MYH8,CTAG2,AC018558.2,AC011773.2,AL049650.1,DEFB104A,LINC02096,KIF12,OR10H4
14446,AC007179.2,OR5K1,SPANXN1,LINC02016,AC011824.4,SYNPR,FAM223B,AC018558.3,AC011773.1,GCSAML-AS1,SPAG11A,AC005863.1,AC020913.1,LINC01855
14447,AC007100.1,OR5K2,CXorf51B,LINC01471,AC008133.1,SYNPR-AS1,CTAG1B,AC018558.1,AC011773.4,KIF26B-AS1,DEFB103A,AC013248.1,AC008781.1,AC008894.1
14448,AC008074.1,AC114752.1,CXorf51A,AC016968.1,FNDC8,SNTN,CTAG1A,C16orf78,FTCD-AS1,AC104462.2,ZNF705B,AC022816.1,AC008735.4,Z98752.3
14449,AC114752.1,AC008074.1,GPR50-AS1,LINC02034,AC004223.2,C3orf49,AL080284.1,LINC02167,SMCR2,AC104462.1,FAM66E,UGT1A4,LINC02449,Z98752.1
14450,CSH1,LINC01805,GPR50,LINC01387,AC004223.3,THOC7-AS1,GJA10,AC106785.2,AP001476.2,AC118555.1,USP17L8,UGT1A8,AC092746.1,GTSF1L
14451,AL035420.2,AC090376.1,KC877982.1,AC091117.1,AC022903.1,SPINK8,CASC6,AC141257.2,AP001476.3,AC092801.1,RP1L1,AC013726.1,AC092490.2,LINC01728
14452,AC005901.1,AC114401.1,AC002368.1,AC051619.4,AC005552.1,FBXW12,PRY,TP53TG3E,AP001476.1,LINC01743,C8orf74,NEU2,AC092127.2,AC105031.3
14453,AC005746.3,AC023421.2,HSFX3,SLC28A2,AC011193.1,AC233702.5,TTTY6,TP53TG3B,LINC01786,AC013652.2,PINX1,KCNJ13,AC008764.4,AC018616.1
14454,AC005884.2,AC007333.2,GFRA4,AP001094.1,AC079336.4,AC233702.7,AC008175.1,AC141257.1,LINC01342,AC022196.1,DEFB106B,AC022596.2,CIB3,AC015522.1
14455,AC005828.4,AC007333.1,NPHS2,AP005205.2,AC005899.1,KCNJ18,TTTY3,TP53TG3F,OR4F29,PHGR1,AC103957.2,AC022596.1,AC083809.1,AC090568.2
14456,AC005828.3,CASC22,TDRD5,AP005059.1,AC011824.1,LINC00698,TTTY5,AC136944.1,RALYL,AC013356.4,AC114550.2,AC098850.1,AC022165.1,AL034347.1
14457,AC005828.1,TOX3,AL359853.3,MIR3976HG,PRY2,AC138761.3,RBMY1F,AC136944.2,AC015522.1,IL20RB-AS1,AC114550.3,AC098850.2,AC025580.3,CALB1
